"","c1","c2","m1","m2"
"LOC103637354",0,0,0,0
"LOC100194332",897,1005,1078,302
"LOC100273822",241,160,197,655
"LOC100284352",0,0,0,0
"LOC100278809",0,0,0,0
"LOC100136878",0,0,2,13
"LOC100275517",0,0,0,0
"LOC100276067",23,3,6,22
"LOC103637357",0,0,0,0
"LOC103636057",0,2,18,11
"LOC100272757",1008,629,1116,2203
"LOC100277211",113,73,124,242
"LOC100217300",1983,1232,1612,2008
"LOC109941616",0,1,0,0
"LOC109941658",0,1,0,0
"LOC103636058",27,79,105,185
"LOC103636059",265,196,124,105
"LOC542589",1113,529,547,1096
"LOC103636060",45,1,3,13
"LOC103636061",0,0,0,0
"LOC111589995",0,0,0,0
"LOC103636062",0,0,0,0
"LOC100285771",332,88,79,547
"LOC100381450",0,0,0,0
"LOC100193527",63,20,31,175
"LOC103636063",2,0,0,0
"LOC103637360",41,6,21,20
"LOC542067",219,152,167,223
"LOC100277708",904,490,555,891
"LOC100277217",1791,1531,1830,1380
"LOC109941589",0,0,0,0
"LOC103653238",0,1,0,0
"LOC100282758",372,418,563,246
"LOC100274334",4,3,4,0
"LOC100382178",165,39,132,241
"LOC103636064",0,0,0,0
"LOC100276534",0,0,0,0
"LOC103636066",0,0,0,0
"LOC103636067",0,0,0,0
"LOC100502119",0,0,0,0
"LOC100233231",1586,396,567,2355
"LOC100284805",588,164,202,717
"LOC100284134",97,53,48,144
"LOC100281534",11,0,1,0
"LOC100278910",34,8,21,139
"LOC100194347",1425,797,1253,2107
"LOC100285724",0,24,37,0
"LOC100191358",1003,565,746,1253
"LOC100216717",411,234,464,394
"LOC111589967",0,0,0,0
"LOC111589977",0,0,0,0
"LOC100285653",426,131,642,2120
"LOC103636070",0,0,0,0
"LOC541778",70,32,66,285
"LOC100192838",522,537,798,1673
"LOC100283595",1516,863,1273,2668
"LOC100193736",11,42,64,37
"LOC103636071",0,0,1,0
"LOC100304295",54,7,5,23
"LOC103636076",1801,1957,2513,2832
"LOC103636075",0,14,4,4
"LOC109941915",0,0,0,0
"LOC103636074",0,1,1,0
"LOC100273574",220,661,984,429
"LOC100191341",136,72,75,134
"TRNAK-CUU_50",0,0,0,0
"TRNAK-CUU_51",0,0,0,0
"LOC103636078",261,198,359,698
"LOC100381512",829,907,631,429
"LOC103636079",32,15,3,47
"LOC103636081",244,278,178,169
"TRNAP-UGG_18",0,0,0,0
"LOC118473148",158,216,407,382
"LOC100192850",0,0,0,0
"LOC100278680",0,0,0,0
"LOC103636080",268,68,100,222
"TRNAP-UGG_19",0,0,0,0
"LOC118473149",111,304,491,376
"LOC118473150",0,0,0,0
"LOC103636083",5,4,9,3
"LOC103636085",43,27,31,18
"LOC109941970",14,7,17,23
"LOC103636086",19,36,10,4
"LOC103637369",0,0,0,0
"LOC103636087",0,0,0,0
"LOC100286149",811,754,1251,1325
"LOC100277085",0,2,1,0
"LOC103636089",1034,800,157,552
"LOC103636090",0,0,0,0
"LOC103636092",2,8,13,41
"LOC103636093",6326,6343,2463,710
"LOC103636095",0,0,0,12
"LOC103636096",0,0,0,0
"LOC103636097",684,695,606,805
"LOC118473151",0,4,3,0
"LOC103636098",19,70,66,8
"LOC100280257",8,35,44,0
"LOC103636099",0,0,3,0
"LOC100194263",0,0,0,0
"LOC100285218",448,149,183,751
"LOC100283851",389,156,178,344
"LOC100280248",4,8,6,17
"LOC100217161",169,84,93,405
"LOC100384816",1163,741,1123,2080
"LOC103636103",36,45,29,6
"LOC103637376",0,1,0,0
"LOC103636104",0,4,24,0
"LOC103637374",0,0,0,0
"LOC103637373",0,0,0,0
"LOC103636102",15,0,0,8
"LOC103636106",261,31,57,124
"LOC100381584",1669,1507,1404,1739
"LOC100278992",461,977,1307,469
"LOC100216556",579,247,388,343
"LOC100217089",882,1290,1713,511
"LOC100382138",0,0,0,0
"LOC100274209",118,200,87,64
"LOC100279300",607,456,1190,903
"LOC103636108",31,37,33,2
"LOC103636109",0,0,0,0
"LOC103636110",0,0,5,0
"LOC109941467",249,323,275,174
"TRNAR-CCU_10",0,0,0,0
"LOC100272982",27,33,5,7
"LOC103636111",0,0,0,0
"LOC103636112",970,59,215,31
"LOC100282388",16,13,24,2
"LOC103636114",172,165,198,334
"LOC103636116",239,133,154,99
"LOC100193870",705,351,568,1102
"LOC103636117",860,1427,1868,1970
"LOC103637381",37,46,99,64
"LOC103636118",244,261,147,135
"LOC100382491",4786,13879,8953,2855
"LOC100285933",231,237,330,24
"LOC100273119",315,298,483,627
"LOC100381637",358,99,44,189
"LOC100382205",123,68,41,123
"LOC100500980",34759,3555,154,1
"LOC100285235",0,0,5,3
"LOC103636120",0,0,5,0
"LOC100276966",0,0,0,0
"LOC100283885",939,2111,1936,1067
"LOC100277199",38,121,38,70
"LOC100192736",0,0,0,0
"LOC118473152",0,0,0,0
"LOC103637385",1084,662,702,612
"LOC118473153",0,0,0,0
"LOC118473220",0,0,0,0
"LOC103636124",0,0,0,0
"LOC109941666",0,2,0,0
"LOC542452",192,913,427,0
"LOC100382806",2533,969,1932,3435
"LOC103636125",0,0,0,0
"LOC112163627",2,0,5,6
"LOC100286304",8,124,30,2
"LOC103637388",0,21,6,0
"LOC100278713",180,94,176,221
"LOC103636128",0,0,0,0
"LOC109941922",0,0,0,0
"LOC103637390",595,344,342,805
"LOC100281709",975,799,1831,1414
"LOC100274592",5156,811,2276,14763
"LOC100383419",528,268,257,694
"LOC103636131",422,358,700,784
"LOC100285223",0,6,11,21
"LOC103636132",1571,361,44,216
"LOC100282009",0,0,0,0
"pht6",11,0,0,0
"LOC100193610",0,0,0,0
"LOC100286223",2384,1333,1024,1289
"LOC103636134",141,0,0,59
"LOC100273417",1979,1122,1384,3530
"MIR319c",0,0,0,0
"LOC100286289",2,6,1,12
"LOC100273185",41,19,10,84
"LOC100284411",445,171,494,1732
"LOC103636137",21,2,14,0
"LOC100191225",2008,871,1207,2147
"LOC107275245",263,959,1004,589
"LOC100280337",25,17,59,45
"LOC100273266",1275,547,435,1040
"LOC100281900",42,374,0,0
"LOC103636139",1746,1438,1800,1990
"LOC103636140",487,360,505,950
"LOC100278854",647,211,239,571
"LOC100274700",11,13,15,1
"LOC103636141",2874,1110,1303,2308
"LOC100283183",252,236,197,403
"LOC100279449",351,163,85,242
"LOC111590086",0,0,0,0
"LOC103636145",0,0,0,0
"LOC103636146",2749,207,473,2178
"TRNAR-ACG_18",0,0,0,0
"LOC103636147",10,23,14,165
"LOC103636149",742,499,539,987
"LOC103636148",154,103,129,98
"LOC103636150",0,6,7,1
"LOC100285865",236,104,390,402
"LOC103636153",0,5,2,0
"LOC103636155",196,229,294,411
"LOC103636156",2,1,0,0
"LOC103637397",0,1,0,0
"LOC100192681",1296,905,1024,1376
"LOC100281053",498,1021,688,331
"LOC103636158",0,0,2,1
"LOC103636157",0,0,0,0
"LOC103636159",0,0,1,0
"LOC118473222",0,0,0,0
"LOC103636160",97,23,4,16
"LOC100275629",8,13,13,23
"LOC103636163",0,0,0,0
"LOC103636162",772,473,680,756
"LOC100282084",237,330,323,399
"LOC103636164",528,544,908,159
"LOC100382416",347,248,248,269
"LOC109941411",0,0,0,0
"LOC101202705",2412,1034,979,2675
"LOC103636166",11,1,6,5
"LOC100275164",146,58,99,110
"LOC100384340",2618,3294,6438,9671
"LOC100279197",54,50,63,153
"LOC111589932",0,0,0,0
"LOC100282650",132,154,250,163
"LOC100381560",336,156,165,402
"LOC103636167",232,100,85,117
"LOC100193706",1043,665,793,1332
"LOC103636169",449,304,560,917
"LOC100191464",587,353,316,465
"LOC100283392",2699,1773,1482,1842
"LOC103637401",0,0,0,0
"LOC100276929",464,751,1601,1205
"LOC109941598",0,0,0,0
"LOC103636170",0,0,0,0
"LOC109941466",0,0,0,0
"LOC103637403",0,0,0,0
"LOC100193994",527,279,298,459
"LOC100281294",28,13,50,27
"LOC103637404",0,0,0,0
"LOC103636171",0,0,0,0
"LOC103636172",0,0,0,0
"LOC100274848",0,4,0,8
"LOC778433",570,562,748,667
"LOC100286220",3230,6719,8061,5251
"LOC103636175",0,0,0,0
"LOC118473154",6,3,1,0
"LOC100193203",8,14,97,71
"LOC100193604",40,77,116,23
"LOC103636178",163,12,42,387
"LOC100191961",198,147,174,332
"LOC100193454",497,120,189,806
"LOC103636179",4,2,0,0
"LOC103636181",422,406,364,484
"LOC100285251",84,80,132,297
"LOC100194279",676,477,725,1326
"LOC103636183",22,10,9,0
"LOC109941926",0,0,0,0
"LOC103636185",458,344,495,436
"LOC100382477",685,527,796,495
"TRNAD-GUC_27",0,0,0,0
"LOC100277147",6,0,24,51
"LOC103636187",0,0,0,0
"LOC103636188",0,0,0,0
"LOC103636189",1254,720,684,1421
"LOC100191450",18,10,14,27
"LOC100282425",24,9,2,7
"LOC103636190",0,0,0,0
"LOC100279742",366,178,157,305
"LOC103636191",0,3,0,0
"LOC100382242",322,143,153,230
"LOC100273686",13,16,31,4
"LOC541975",1432,1132,1308,1791
"LOC103636193",199,125,191,386
"LOC100285590",960,322,652,1027
"LOC100273535",3015,2270,1803,872
"LOC118473155",151,134,93,38
"LOC100384648",8,9,14,1
"LOC103636194",71,49,59,61
"LOC103636195",76,24,4,0
"LOC100273085",0,0,2,0
"LOC100279514",6,12,4,4
"LOC100194310",255,141,171,319
"LOC118473156",0,0,0,0
"LOC100382798",846,434,487,429
"LOC100275237",0,16,14,18
"LOC100285775",249,245,160,90
"LOC103636196",19,7,22,10
"LOC100502288",1284,2159,1079,659
"LOC103626167",3315,5457,2061,268
"LOC103636197",0,0,0,0
"LOC103636198",79,47,12,90
"LOC100282545",604,395,433,3637
"LOC109941468",0,0,0,0
"LOC100275694",116,390,167,37
"LOC118473157",0,7,7,5
"LOC103636201",255,151,381,238
"LOC103636202",2271,2974,2024,266
"LOC103636205",5,1,2,0
"LOC109941929",70,21,50,33
"LOC103636204",310,226,323,395
"LOC107546755",0,6,2,0
"LOC100284246",537,597,664,342
"LOC100283088",8977,8303,7489,4289
"LOC100282630",861,205,228,923
"LOC100383427",500,218,189,856
"LOC111590039",0,2,0,0
"LOC103636207",3,0,0,0
"LOC103637414",460,453,148,174
"LOC107403149",459,803,122,96
"LOC103636208",601,758,133,360
"LOC100282955",166,579,144,89
"LOC100276476",132,109,127,114
"LOC100273718",0,0,0,0
"LOC100216840",0,68,44,0
"LOC109941505",0,0,5,0
"LOC103636210",277,66,121,177
"LOC103636211",0,0,0,0
"LOC103636212",0,0,0,0
"LOC103636213",1,4,105,72
"LOC103636214",27,66,9,25
"LOC100283728",0,0,3,0
"LOC100192004",0,4,1,5
"LOC111589947",0,0,0,0
"LOC100272707",1024,847,742,1325
"LOC103636216",0,0,0,0
"LOC103636218",28,2,0,0
"LOC111589939",0,0,1,0
"LOC100276635",388,324,445,300
"LOC109941450",0,0,0,0
"LOC100384655",153,45,37,233
"LOC103636219",2640,4265,4496,1761
"LOC103636220",91,237,167,81
"LOC100285766",7,14,0,0
"LOC100192626",654,409,376,980
"LOC542123",190,49,94,252
"LOC100283890",157,64,88,114
"LOC100216812",2223,1510,2263,3485
"LOC100282481",218,208,195,290
"LOC100284704",169,219,198,161
"LOC103636223",227,138,82,163
"LOC103636224",0,0,0,0
"LOC103636225",0,0,0,0
"LOC109941637",0,0,0,0
"LOC541934",1170,398,1058,2071
"LOC100279289",310,117,211,491
"LOC103636227",16,1,2,0
"LOC100278855",168,212,368,345
"LOC100272998",1023,1671,1786,2368
"LOC100285801",2487,281,748,5723
"LOC103637421",0,0,3,0
"LOC103636228",0,0,0,0
"LOC103637423",1148,685,803,890
"LOC103636230",64,36,84,100
"LOC100193973",204,169,224,296
"LOC100217244",360,392,560,443
"LOC113219473",395,75,124,436
"LOC100277060",216,65,84,193
"LOC100381876",237,241,327,420
"LOC100193403",1178,772,484,432
"LOC103636232",247,256,197,159
"LOC103637427",0,0,0,0
"LOC103636233",0,0,0,0
"LOC103636235",0,0,0,0
"LOC100273362",15,3,10,66
"LOC103636236",0,0,0,0
"LOC100127013",2077,1554,2017,2495
"LOC100191227",18078,8010,7709,1339
"LOC541958",1122,1391,2507,535
"LOC100272846",31,6,25,103
"LOC103637431",0,0,0,0
"LOC100285164",614,66,133,415
"LOC542641",460,135,255,414
"LOC103636240",376,231,415,639
"LOC103637433",0,0,0,0
"LOC103636241",0,0,0,0
"LOC103636242",0,0,0,0
"LOC103637434",0,0,0,0
"LOC103636243",18,9,1,13
"LOC103636244",1052,1195,1137,755
"LOC103636245",1,0,4,1
"LOC100216936",5,0,0,0
"LOC100273643",858,530,907,1463
"LOC103636246",75,288,190,52
"LOC109941645",16,50,40,57
"LOC103636248",207,339,161,189
"LOC100286341",20,41,5,38
"LOC103636251",0,0,8,20
"LOC100283913",281,212,465,1125
"LOC100192730",39,8,12,37
"LOC103636252",776,737,1275,2168
"LOC118473227",0,0,0,0
"LOC109943412",0,0,0,0
"LOC109943413",0,0,0,0
"LOC109942025",0,0,14,0
"LOC100193395",301,330,329,1066
"LOC100286237",116,198,203,352
"LOC103636253",48,33,55,28
"LOC100193426",26,10,21,47
"LOC100192827",20,5,18,9
"LOC118473159",6,0,32,10
"LOC100281761",1,0,0,0
"LOC100275940",1840,438,473,987
"LOC100282148",485,238,160,715
"LOC103637436",0,0,0,0
"LOC100192605",0,0,0,0
"LOC103636254",287,99,131,468
"LOC100284189",3,3,1,4
"LOC103636258",161,145,160,101
"LOC103636256",0,18,19,0
"LOC100285575",152,82,114,285
"LOC100381965",0,7,4,42
"LOC541893",19,164,46,24
"LOC100381463",400,283,468,481
"LOC100283086",216,149,183,114
"LOC100193530",581,900,1383,2201
"LOC100280185",12,0,0,0
"LOC100283872",10,14,3,11
"LOC100382442",0,0,0,0
"LOC100193795",0,0,0,0
"LOC100381392",104,113,237,275
"LOC100280967",209,23,52,309
"LOC100273958",109,53,77,126
"LOC100283748",0,0,0,0
"LOC100193771",117,11,30,40
"LOC100275965",24481,2280,2646,9565
"LOC100281356",450,456,537,374
"LOC111589928",10,0,6,0
"LOC111590010",0,0,2,4
"LOC100282841",348,260,217,350
"LOC103637438",0,0,0,0
"TRNAL-UAG_5",0,0,0,0
"LOC100285795",0,0,0,0
"LOC100384208",52,55,72,112
"LOC100382482",414,624,814,1472
"LOC100275228",688,603,412,679
"LOC111589927",17,10,8,0
"LOC100857061",15,32,22,24
"LOC100217180",25,4,9,89
"LOC103636262",469,225,243,629
"LOC100276636",0,0,0,0
"LOC100273772",243,42,78,189
"LOC103636264",14,0,0,0
"LOC100276807",20,7,9,9
"LOC100285704",107893,10812,16705,56752
"LOC100273505",74,48,103,77
"LOC100282016",459,88,105,573
"LOC100284976",754,1321,1593,681
"TRNAR-UCU_6",0,0,0,0
"LOC100501644",2303,1493,1497,2291
"LOC100501750",52,13,37,26
"LOC103636266",52,40,40,31
"TRNAF-GAA_20",0,0,0,0
"LOC100277447",311,111,172,539
"LOC103636267",5086,9525,10392,5476
"LOC100275554",483,551,797,510
"LOC103636269",490,148,297,585
"LOC103636271",16,6,18,36
"LOC100193316",42,59,49,173
"LOC100383866",965,740,932,825
"LOC100382042",77,299,109,77
"LOC100282643",10718,12164,14965,23089
"LOC100384143",88,356,546,157
"LOC100281602",369,557,870,348
"LOC100274449",436,261,177,199
"LOC103636274",276,180,129,168
"LOC100276819",329,347,218,108
"LOC103636275",0,1,2,17
"LOC103636276",0,0,0,0
"LOC100857065",26,4,0,64
"LOC103636278",19,7,20,28
"LOC101027095",354,413,459,543
"LOC107196794",4,9,6,12
"LOC103636279",0,0,0,0
"LOC109941571",0,0,0,0
"LOC541630",126,103,223,316
"LOC100273137",3145,1831,2561,2731
"LOC103636281",375,170,364,283
"LOC103636282",0,0,1,0
"LOC100279855",1144,705,835,1384
"LOC100274407",513,151,328,652
"LOC100381421",841,854,865,972
"LOC118473160",0,0,0,0
"LOC103636286",0,0,0,0
"LOC103636289",53,23,36,58
"LOC109941431",59,27,39,19
"LOC103636287",3,7,3,0
"LOC103636294",0,0,0,0
"LOC103636292",0,0,0,0
"LOC111590008",0,0,0,0
"LOC118473161",87,12,23,156
"LOC103636295",0,0,0,0
"LOC100382336",211,119,147,395
"LOC103636296",8,0,0,3
"LOC542164",159,113,146,133
"LOC111590022",0,0,0,0
"LOC100278261",56,40,41,24
"LOC100272726",14,9,6,58
"LOC100275154",1425,243,184,2034
"LOC100279746",441,450,603,738
"LOC103636297",121,184,97,68
"LOC542572",0,0,0,0
"LOC100278477",127,108,129,110
"LOC100193201",971,572,869,1176
"LOC103636298",110,243,31,4
"LOC103636299",221,562,650,493
"LOC103636300",51,82,114,150
"LOC542056",6,3,13,0
"LOC100282053",989,466,865,1302
"LOC103636304",0,0,0,0
"LOC111590096",0,0,0,0
"LOC100191401",0,3,0,2
"LOC103636305",3,3,0,0
"LOC103636306",43,62,14,63
"LOC103636307",7,4,6,3
"LOC100286166",242,504,429,29
"LOC103636309",518,1977,895,272
"LOC100275390",0,1,6,0
"LOC103636310",0,0,0,0
"LOC100382633",271,323,250,282
"LOC100275284",0,0,0,0
"LOC100382129",867,573,917,670
"LOC103636312",0,0,0,0
"LOC109941936",8,3,38,11
"LOC103636313",31,18,30,15
"LOC100194111",1982,1503,1800,2272
"LOC103637461",0,0,0,0
"LOC109941577",0,0,0,0
"LOC103636316",3,0,3,0
"LOC111589997",5,7,0,0
"LOC111590027",0,0,0,5
"LOC111590048",1,2,0,0
"LOC111590051",0,4,0,0
"LOC100382663",63,13,3,63
"LOC100194395",335,254,204,209
"LOC100283162",5177,6577,4026,825
"LOC103636317",648,539,967,947
"LOC101027108",1,5,24,15
"LOC103636319",34,52,43,97
"LOC111590090",0,0,0,0
"LOC103636320",0,0,0,8
"LOC103637463",0,0,0,0
"LOC103636321",100,13,18,178
"LOC100193332",6,1,7,0
"LOC100193372",2121,379,279,960
"LOC100284821",44,8,9,0
"LOC100279163",336,62,126,150
"LOC103636322",540,618,1184,443
"LOC100274545",33,7,34,11
"LOC103637465",0,3,0,0
"LOC103637466",0,0,0,0
"LOC103636323",0,0,0,0
"LOC100502467",1078,928,1241,445
"TRNAL-AAG_19",0,0,0,0
"LOC103504720",0,0,0,0
"LOC100383679",14,50,34,61
"LOC732780",263,214,271,580
"LOC100274155",0,1,8,6
"LOC100383656",128,84,143,419
"LOC103636324",0,1,0,0
"LOC103636325",0,1,0,1
"LOC103637468",0,0,0,0
"LOC109942008",0,0,0,0
"LOC103636326",0,3,12,0
"LOC100273501",1144,1297,1657,1005
"LOC103636329",24,4,21,0
"LOC103636330",0,0,0,0
"LOC103636331",0,0,0,14
"LOC542089",162,68,135,210
"LOC103636332",25,7,5,9
"TRNAK-UUU_44",0,0,0,0
"LOC100280390",1525,519,665,2026
"LOC100282942",51,61,91,82
"TRNAF-GAA_21",0,0,0,0
"LOC100281385",364,304,572,551
"LOC100384778",106,171,290,154
"LOC100284080",3870,2289,2485,7800
"LOC100283953",582,346,524,931
"LOC103636333",25,4,0,42
"LOC100275348",19,6,5,10
"LOC111589919",236,46,47,83
"LOC100284907",1412,160,104,276
"LOC100191906",76,80,262,98
"LOC100192936",394,43,86,706
"LOC103636335",572,174,325,318
"LOC100273784",24,7,8,42
"LOC109941495",0,0,5,0
"LOC118027466",0,0,0,0
"LOC109941562",0,0,0,0
"LOC109941617",0,0,0,0
"LOC109941937",0,0,0,0
"LOC111589918",14,6,29,32
"LOC100281533",743,233,371,560
"LOC103636336",0,0,0,0
"LOC103636338",0,0,0,0
"LOC103636339",1040,555,940,1011
"LOC109941414",0,0,0,0
"LOC100280040",650,346,805,950
"LOC103636340",162,34,27,254
"LOC100274570",64,58,59,262
"LOC100276327",0,0,0,0
"LOC103636341",0,0,0,0
"LOC100502189",439,154,242,540
"LOC100282254",588,262,686,725
"LOC100283825",1258,3318,3573,2406
"LOC103636344",487,369,584,567
"LOC109941440",0,0,0,0
"LOC103636345",12,14,17,25
"LOC103636346",18,2,5,0
"LOC111590031",0,0,0,0
"LOC111590032",0,0,0,0
"LOC100283525",284,115,317,384
"LOC100274238",3608,1454,1634,3492
"LOC100273720",2135,1120,1265,3194
"LOC111589972",0,0,0,0
"LOC109941685",8,0,0,26
"LOC100277040",79,125,235,126
"LOC103636347",12,28,71,69
"sbp18",673,1582,1142,273
"LOC100501731",41,16,16,40
"LOC100282876",447,157,361,570
"LOC100384442",7,15,17,0
"LOC103636348",94,66,115,60
"LOC103636349",0,0,0,0
"LOC100194181",0,8,0,0
"LOC100284419",0,0,0,0
"LOC103636350",7,0,0,0
"LOC111590057",1,0,0,0
"LOC100279900",917,355,561,799
"LOC100276021",1462,1373,2098,3045
"LOC103636351",0,0,0,0
"LOC103636353",0,1,2,0
"LOC100282361",113,52,70,440
"LOC100274189",64,119,109,346
"LOC103636355",764,752,1107,862
"LOC100192652",470,869,1236,326
"LOC109941988",2,0,0,0
"LOC109941989",0,0,4,0
"LOC103636356",0,1,4,13
"LOC100279447",293,98,190,205
"LOC103636357",19,0,3,1
"LOC542711",11119,11441,13906,4348
"LOC103637481",0,0,0,0
"LOC100275964",0,0,0,0
"LOC100279848",30,104,100,178
"LOC103636358",14,3,0,6
"LOC100281934",4136,1500,1908,3323
"LOC107275228",0,0,0,0
"LOC100281954",2353,627,968,2084
"LOC103636359",13,61,63,16
"LOC100283977",91,156,235,93
"LOC100382311",0,0,2,1
"LOC103637482",0,1,0,0
"LOC100283646",1019,941,1251,1265
"LOC100278154",25,30,79,212
"LOC100283778",409,121,453,587
"LOC111590085",0,0,0,0
"LOC109941677",0,0,0,0
"LOC111590095",0,0,0,0
"LOC111590002",0,0,0,0
"LOC111590013",0,0,0,0
"LOC100280668",548,428,565,734
"LOC103636362",479,227,274,871
"LOC111590071",0,0,0,0
"LOC103636363",9,17,3,0
"LOC100281228",0,0,0,0
"LOC111589948",0,0,0,0
"LOC100502193",1148,887,1587,2080
"LOC103636365",0,0,0,0
"LOC100280555",0,0,0,0
"LOC103636366",180,839,213,17
"LOC103637488",12,0,0,0
"LOC103636367",0,0,0,0
"LOC100279166",325,149,447,429
"LOC100382249",448,216,229,714
"LOC111590046",3,0,1,0
"LOC111590024",0,0,0,0
"LOC100275730",0,1,25,0
"LOC103636370",29,92,70,7
"LOC100280885",11,0,4,1
"LOC109941942",0,0,0,0
"LOC103637495",0,0,0,0
"LOC118473165",6,3,2,0
"LOC118473164",105,25,33,93
"LOC118473166",140,116,132,187
"LOC103637497",0,0,0,0
"LOC100216557",1240,1466,1924,1598
"LOC100275588",470,217,352,386
"LOC103636371",355,439,583,674
"LOC100279928",488,292,179,606
"LOC100276800",115,61,93,174
"LOC100275172",122746,7304,9097,12120
"LOC100191609",4863,3746,4339,3525
"LOC100284114",7604,449,3811,9025
"LOC103636373",19,4,15,20
"LOC103636374",0,0,0,0
"LOC100286023",8,6,0,30
"LOC100274616",12,10,24,40
"LOC103636375",222,131,155,326
"LOC103637499",0,0,0,0
"LOC103636376",777,273,382,855
"LOC100279516",811,655,800,750
"LOC100274272",278,200,217,390
"LOC100272913",1246,571,510,682
"LOC118473167",0,0,0,0
"LOC103637501",0,0,0,11
"LOC100383406",1025,432,1237,1452
"LOC100284773",0,0,0,0
"LOC111590059",0,0,5,6
"LOC103636380",0,0,0,0
"LOC118473168",0,0,0,0
"LOC118473169",0,0,0,0
"LOC103636384",0,0,0,0
"LOC100383527",367,198,347,773
"LOC103636385",27,11,2,52
"LOC100272949",0,0,0,0
"LOC100217063",364,68,114,651
"LOC118473170",20,5,4,0
"LOC103636388",23,36,27,29
"LOC103636387",0,0,0,0
"LOC100217192",890,686,769,939
"LOC100278577",48,35,44,13
"LOC100275901",842,433,473,839
"LOC103636390",739,160,125,376
"LOC103636391",0,0,0,0
"LOC103636392",7,2,10,0
"LOC111590056",0,1,0,0
"LOC109941944",0,0,0,0
"LOC103636393",0,0,0,0
"LOC103636395",0,0,0,0
"LOC100281874",9,17,23,34
"LOC103636394",16,4,40,48
"LOC100281096",245,209,330,420
"LOC103636396",18,5,12,15
"LOC103636397",172,332,272,174
"LOC100382312",416,196,1024,1537
"LOC100273328",750,410,395,164
"LOC100272376",77,97,78,106
"LOC100191367",0,0,0,0
"LOC100383455",2,21,45,8
"LOC103636398",0,0,0,0
"LOC103636400",0,2,1,0
"LOC100285918",635,237,378,240
"LOC103636401",0,0,0,0
"LOC100279714",1835,1778,1450,684
"LOC100275633",67,34,46,34
"LOC103636402",1569,804,1193,1722
"LOC103636403",22,38,22,16
"LOC100381862",421,89,85,155
"LOC100273323",364,340,763,432
"LOC100284917",811,469,1284,772
"LOC100382427",270,112,127,279
"LOC118473171",5,0,0,0
"LOC100382445",0,1,0,7
"LOC100192825",0,0,0,0
"LOC100101530",0,0,0,9
"LOC100286093",0,85,59,0
"LOC100192628",1269,1810,2199,2401
"LOC100216684",46,3,6,79
"LOC100273288",4770,2966,1408,2240
"LOC103636407",0,0,0,0
"LOC103636408",0,6,3,1
"LOC100502178",546,381,442,334
"LOC103636409",39,18,53,61
"LOC100277104",25,9,12,22
"LOC103636410",190,328,595,365
"LOC100216702",312,823,985,690
"TRNAI-AAU_54",0,0,0,0
"LOC100037816",8,7,2,0
"LOC109941603",0,0,0,0
"LOC109941608",0,4,0,0
"LOC103636412",2,11,14,7
"LOC100217272",447,264,311,690
"LOC100283247",137,68,97,204
"LOC103636414",391,265,210,297
"LOC100272571",131,84,121,335
"LOC100275780",3133,1269,1903,3913
"LOC103636416",15,29,131,77
"TRNAI-UAU_5",0,0,0,0
"LOC100216654",320,183,188,1146
"LOC100277051",262,288,606,512
"LOC100275452",1542,1421,1907,2818
"LOC100280094",362,613,597,717
"TRNAS-AGA_10",0,0,0,0
"LOC109939377",0,0,0,0
"TRNAS-AGA_11",0,0,0,0
"LOC118473172",0,0,0,0
"LOC103636419",0,0,0,0
"LOC100273067",616,621,810,662
"LOC100276935",16,0,5,6
"LOC100194075",208,184,232,320
"LOC111589999",0,0,0,0
"LOC103636423",178,39,56,60
"LOC103636425",0,11,6,0
"LOC100286035",338,91,94,185
"LOC100283664",62,30,91,167
"LOC103636426",0,9,0,0
"LOC100273826",0,0,0,0
"LOC103637507",0,0,0,0
"LOC100275566",326,80,205,413
"LOC100272808",379,648,966,342
"LOC103636427",0,0,0,0
"LOC103636428",0,0,0,0
"LOC100272935",27,4,32,14
"LOC100277098",0,0,0,7
"pco060792",512,255,246,610
"LOC100383250",103,42,7,151
"LOC100383984",467,77,921,5686
"LOC103636429",0,0,0,0
"LOC100501026",9,0,15,10
"LOC111589981",52,22,59,92
"LOC103636430",111,43,88,149
"ms8",18,12,15,0
"LOC100283612",17,0,5,11
"LOC103636431",9,35,40,12
"LOC103636432",34,43,29,35
"LOC100502541",91,226,183,68
